time,position,velocity
0,-2.8490252488461,-0.390337903370856
0.01,-0.438743702554226,-0.239617167348474
0.02,-0.365447178345035,0.79250991844066
0.03,-1.19546206794193,-0.10180222735705
0.04,-0.0901756466287602,-0.415955801018175
0.05,-0.637460993687299,1.25285381579252
0.06,1.26423268041637,1.28207960803199
0.07,-0.491379078825115,-0.709996837670021
0.08,-1.71784529799768,0.684125823783992
0.09,1.67533754265087,0.09465880769805
0.1,-0.32030363876908,0.478387174858213
0.11,-1.34819078505365,-1.07231524389539
0.12,-1.48205242457367,-0.506234563306519
0.13,-0.151189732565845,-0.61139863536925
0.14,0.511238202751728,-0.999621750358002
0.15,-1.34874074659527,0.95735555354607
0.16,-0.116284616966793,0.374028149959927
0.17,0.327278052417715,1.13997516238963
0.18,1.91076043613405,0.125936357874862
0.19,-0.528579254937984,1.88653861570063
0.2,-0.577072178139266,-0.41936343190756
0.21,-0.0964796485031858,0.535311642835598
0.22,2.17303582035775,1.77627231465055
0.23,-0.505763174999159,-1.93046764894696
0.24,-0.690583140068998,2.02870775164946
0.25,0.145937804658686,0.695894937699534
0.26,0.264159263932356,-1.37327577155139
0.27,0.971595979535485,1.35382090976284
0.28,0.137056408204709,0.428827192153264
0.29,1.11961621040215,-0.272570005020024
0.3,-0.0460940026186329,0.232103444298857
0.31,0.651330883569011,1.12207468126981
0.32,0.680021484124069,-0.959475511900522
0.33,-0.0874241566062217,0.530029772301119
0.34,1.55755505152143,-1.06673176615541
0.35,1.0404275199049,2.22239969320753
0.36,-0.596125955885442,0.638711402565034
0.37,1.05739966900678,0.0244934196618858
0.38,0.834974346059216,0.0134422751712635
0.39,-1.04188509360228,-0.227393191890886
0.4,1.19678126515748,0.715416241628629
0.41,-1.4344602082266,0.904883806206222
0.42,-0.105771699387846,0.919065420075157
0.43,-0.536681158459792,1.72406115602424
0.44,-0.0548363385379504,-1.23407376815777
0.45,-0.52365747796686,-0.27784381839661
0.46,-0.579941232991337,0.113797143267199
0.47,0.901197341835773,-1.25388841012616
0.48,0.0882262380263057,0.672421289946029
0.49,0.71137883143664,-0.377059119554115
0.5,0.771485284185684,-0.861439151916012
0.51,1.23915013047465,1.52408136848155
0.52,-0.569759438924645,-0.745205899939082
0.53,-0.648863568381376,-2.31983600838256
0.54,0.34641530405909,0.443089878051362
0.55,0.332236831865773,0.582921614043359
0.56,1.55485887732572,-0.547960728191357
0.57,0.45187662318641,-1.00165551346201
0.58,0.188111207404814,1.47417899614464
0.59,0.151913062836931,-1.91476763668264
0.6,-1.00774735671921,-1.38522077575218
0.61,-0.118310215501561,-2.46820087513436
0.62,0.67987596410149,0.16429134531528
0.63,0.495005500781251,-0.552847509476815
